step,t,d,C,side,digits,norm4
960,267978833600113266522306478420319102403811020422938032409611019788223589282287825597326884578630778582532244118344069147036599912168748492021232569883497116795462737589049959803163811741735020941234366680875511156877127937060260305815748460534670006315370089635647258096716856561584857415169,23153039010,535957667200226533044612956840638204807622040845876064819222039576447178564575651194653769157261557165064488236688138294073199824337496984042465139766994233590925475178099919606327623483470041882468733361751022313754255874120520611631496921069340012630740179271294516193433713123192867869349,d-1,291,0.01780
961,535957667200226533044612956840638204807622040845876064819222039576447178564575651194653769157261557165064488236688138294073199824337496984042465139766994233590925475178099919606327623483470041882468733361751022313754255874120520611631496921069340012630740179271294516193433713123192867869349,48027344952,1071915334400453066089225913681276409615244081691752129638444079152894357129151302389307538314523114330128976473376276588146399648674993968084930279533988467181850950356199839212655246966940083764937466723502044627508511748241041223262993842138680025261480358542589032386867426246433763083651,d-1,291,0.03676
962,1071915334400453066089225913681276409615244081691752129638444079152894357129151302389307538314523114330128976473376276588146399648674993968084930279533988467181850950356199839212655246966940083764937466723502044627508511748241041223262993842138680025261480358542589032386867426246433763083651,121575464076,2143830668800906132178451827362552819230488163383504259276888158305788714258302604778615076629046228660257952946752553176292799297349987936169860559067976934363701900712399678425310493933880167529874933447004089255017023496482082446525987684277360050522960717085178064773734852492989101631379,d+1,292,0.09264
963,2143830668800906132178451827362552819230488163383504259276888158305788714258302604778615076629046228660257952946752553176292799297349987936169860559067976934363701900712399678425310493933880167529874933447004089255017023496482082446525987684277360050522960717085178064773734852492989101631379,24299017968,4287661337601812264356903654725105638460976326767008518553776316611577428516605209557230153258092457320515905893505106352585598594699975872339721118135953868727403801424799356850620987867760335059749866894008178510034046992964164893051975368554720101045921434170356129547469704986002502280727,d+1,292,0.01844
964,4287661337601812264356903654725105638460976326767008518553776316611577428516605209557230153258092457320515905893505106352585598594699975872339721118135953868727403801424799356850620987867760335059749866894008178510034046992964164893051975368554720101045921434170356129547469704986002502280727,50208310932,8575322675203624528713807309450211276921952653534017037107552633223154857033210419114460306516184914641031811787010212705171197189399951744679442236271907737454807602849598713701241975735520670119499733788016357020068093985928329786103950737109440202091842868340712259094939409972055212872387,d-1,292,0.03793
965,8575322675203624528713807309450211276921952653534017037107552633223154857033210419114460306516184914641031811787010212705171197189399951744679442236271907737454807602849598713701241975735520670119499733788016357020068093985928329786103950737109440202091842868340712259094939409972055212872387,181185392742,17150645350407249057427614618900422553843905307068034074215105266446309714066420838228920613032369829282063623574020425410342394378799903489358884472543815474909615205699197427402483951471041340238999467576032714040136187971856659572207901474218880404183685736681424518189878819944291611137517,d-1,292,0.13630
966,17150645350407249057427614618900422553843905307068034074215105266446309714066420838228920613032369829282063623574020425410342394378799903489358884472543815474909615205699197427402483951471041340238999467576032714040136187971856659572207901474218880404183685736681424518189878819944291611137517,154122690054,34301290700814498114855229237800845107687810614136068148430210532892619428132841676457841226064739658564127247148040850820684788757599806978717768945087630949819230411398394854804967902942082680477998935152065428080272375943713319144415802948437760808367371473362849036379757639888737344965089,d-1,293,0.11545
967,34301290700814498114855229237800845107687810614136068148430210532892619428132841676457841226064739658564127247148040850820684788757599806978717768945087630949819230411398394854804967902942082680477998935152065428080272375943713319144415802948437760808367371473362849036379757639888737344965089,139063043988,68602581401628996229710458475601690215375621228272136296860421065785238856265683352915682452129479317128254494296081701641369577515199613957435537890175261899638460822796789709609935805884165360955997870304130856160544751887426638288831605896875521616734742946725698072759515279777613752974167,d+1,293,0.10372
968,68602581401628996229710458475601690215375621228272136296860421065785238856265683352915682452129479317128254494296081701641369577515199613957435537890175261899638460822796789709609935805884165360955997870304130856160544751887426638288831605896875521616734742946725698072759515279777613752974167,10102397484,137205162803257992459420916951203380430751242456544272593720842131570477712531366705831364904258958634256508988592163403282739155030399227914871075780350523799276921645593579419219871611768330721911995740608261712321089503774853276577663211793751043233469485893451396145519030559555237608345819,d-1,293,0.00750
969,137205162803257992459420916951203380430751242456544272593720842131570477712531366705831364904258958634256508988592163403282739155030399227914871075780350523799276921645593579419219871611768330721911995740608261712321089503774853276577663211793751043233469485893451396145519030559555237608345819,61427176950,274410325606515984918841833902406760861502484913088545187441684263140955425062733411662729808517917268513017977184326806565478310060798455829742151560701047598553843291187158838439743223536661443823991481216523424642179007549706553155326423587502086466938971786902792291038061119110536643868589,d-1,294,0.04543
970,274410325606515984918841833902406760861502484913088545187441684263140955425062733411662729808517917268513017977184326806565478310060798455829742151560701047598553843291187158838439743223536661443823991481216523424642179007549706553155326423587502086466938971786902792291038061119110536643868589,26105496750,548820651213031969837683667804813521723004969826177090374883368526281910850125466823325459617035834537026035954368653613130956620121596911659484303121402095197107686582374317676879486447073322887647982962433046849284358015099413106310652847175004172933877943573805584582076122238221099393233929,both,294,0.01922
971,548820651213031969837683667804813521723004969826177090374883368526281910850125466823325459617035834537026035954368653613130956620121596911659484303121402095197107686582374317676879486447073322887647982962433046849284358015099413106310652847175004172933877943573805584582076122238221099393233929,54447688788,1097641302426063939675367335609627043446009939652354180749766737052563821700250933646650919234071669074052071908737307226261913240243193823318968606242804190394215373164748635353758972894146645775295965924866093698568716030198826212621305694350008345867755887147611169164152244476442253234156647,d-1,294,0.03992
972,1097641302426063939675367335609627043446009939652354180749766737052563821700250933646650919234071669074052071908737307226261913240243193823318968606242804190394215373164748635353758972894146645775295965924866093698568716030198826212621305694350008345867755887147611169164152244476442253234156647,1205651926884,2195282604852127879350734671219254086892019879304708361499533474105127643400501867293301838468143338148104143817474614452523826480486387646637937212485608380788430746329497270707517945788293291550591931849732187397137432060397652425242611388700016691735511774295222338328304488952885712120240179,d-1,295,0.88030
973,2195282604852127879350734671219254086892019879304708361499533474105127643400501867293301838468143338148104143817474614452523826480486387646637937212485608380788430746329497270707517945788293291550591931849732187397137432060397652425242611388700016691735511774295222338328304488952885712120240179,11002329480,4390565209704255758701469342438508173784039758609416722999066948210255286801003734586603676936286676296208287634949228905047652960972775293275874424971216761576861492658994541415035891576586583101183863699464374794274864120795304850485222777400033383471023548590444676656608977905771435242809839,d-1,295,0.00800
974,4390565209704255758701469342438508173784039758609416722999066948210255286801003734586603676936286676296208287634949228905047652960972775293275874424971216761576861492658994541415035891576586583101183863699464374794274864120795304850485222777400033383471023548590444676656608977905771435242809839,53282793618,8781130419408511517402938684877016347568079517218833445998133896420510573602007469173207353872573352592416575269898457810095305921945550586551748849942433523153722985317989082830071783153173166202367727398928749588549728241590609700970445554800066766942047097180889353313217955811542923768413297,d-1,295,0.03858
975,8781130419408511517402938684877016347568079517218833445998133896420510573602007469173207353872573352592416575269898457810095305921945550586551748849942433523153722985317989082830071783153173166202367727398928749588549728241590609700970445554800066766942047097180889353313217955811542923768413297,7537532712,17562260838817023034805877369754032695136159034437666891996267792841021147204014938346414707745146705184833150539796915620190611843891101173103497699884867046307445970635978165660143566306346332404735454797857499177099456483181219401940891109600133533884094194361778706626435911623085855074359307,d+1,295,0.00543
976,17562260838817023034805877369754032695136159034437666891996267792841021147204014938346414707745146705184833150539796915620190611843891101173103497699884867046307445970635978165660143566306346332404735454797857499177099456483181219401940891109600133533884094194361778706626435911623085855074359307,161703323322,35124521677634046069611754739508065390272318068875333783992535585682042294408029876692829415490293410369666301079593831240381223687782202346206995399769734092614891941271956331320287132612692664809470909595714998354198912966362438803881782219200267067768188388723557413252871823246171871852041937,d+1,296,0.11608
977,35124521677634046069611754739508065390272318068875333783992535585682042294408029876692829415490293410369666301079593831240381223687782202346206995399769734092614891941271956331320287132612692664809470909595714998354198912966362438803881782219200267067768188388723557413252871823246171871852041937,38048245224,70249043355268092139223509479016130780544636137750667567985071171364084588816059753385658830980586820739332602159187662480762447375564404692413990799539468185229783882543912662640574265225385329618941819191429996708397825932724877607763564438400534135536376777447114826505743646492343781752329099,d-1,296,0.02720
978,70249043355268092139223509479016130780544636137750667567985071171364084588816059753385658830980586820739332602159187662480762447375564404692413990799539468185229783882543912662640574265225385329618941819191429996708397825932724877607763564438400534135536376777447114826505743646492343781752329099,64403430108,140498086710536184278447018958032261561089272275501335135970142342728169177632119506771317661961173641478665204318375324961524894751128809384827981599078936370459567765087825325281148530450770659237883638382859993416795651865449755215527128876801068271072753554894229653011487292984687627908088307,d-1,296,0.04584
979,140498086710536184278447018958032261561089272275501335135970142342728169177632119506771317661961173641478665204318375324961524894751128809384827981599078936370459567765087825325281148530450770659237883638382859993416795651865449755215527128876801068271072753554894229653011487292984687627908088307,82503381594,280996173421072368556894037916064523122178544551002670271940284685456338355264239013542635323922347282957330408636750649923049789502257618769655963198157872740919135530175650650562297060901541318475767276765719986833591303730899510431054257753602136542145507109788459306022974585969375338319558209,d-1,297,0.05848
980,280996173421072368556894037916064523122178544551002670271940284685456338355264239013542635323922347282957330408636750649923049789502257618769655963198157872740919135530175650650562297060901541318475767276765719986833591303730899510431054257753602136542145507109788459306022974585969375338319558209,38738123922,561992346842144737113788075832129046244357089102005340543880569370912676710528478027085270647844694565914660817273501299846099579004515237539311926396315745481838271060351301301124594121803082636951534553531439973667182607461799020862108515507204273084291014219576918612045949171938750715377240341,d+1,297,0.02734
981,561992346842144737113788075832129046244357089102005340543880569370912676710528478027085270647844694565914660817273501299846099579004515237539311926396315745481838271060351301301124594121803082636951534553531439973667182607461799020862108515507204273084291014219576918612045949171938750715377240341,31314699456,1123984693684289474227576151664258092488714178204010681087761138741825353421056956054170541295689389131829321634547002599692199158009030475078623852792631490963676542120702602602249188243606165273903069107062879947334365214923598041724217031014408546168582028439153837224091898343877501462069180139,d+1,297,0.02201
982,1123984693684289474227576151664258092488714178204010681087761138741825353421056956054170541295689389131829321634547002599692199158009030475078623852792631490963676542120702602602249188243606165273903069107062879947334365214923598041724217031014408546168582028439153837224091898343877501462069180139,10622657430,2247969387368578948455152303328516184977428356408021362175522277483650706842113912108341082591378778263658643269094005199384398316018060950157247705585262981927353084241405205204498376487212330547806138214125759894668730429847196083448434062028817092337164056878307674448183796687755002934761017709,d-1,298,0.00743
983,2247969387368578948455152303328516184977428356408021362175522277483650706842113912108341082591378778263658643269094005199384398316018060950157247705585262981927353084241405205204498376487212330547806138214125759894668730429847196083448434062028817092337164056878307674448183796687755002934761017709,87879166512,4495938774737157896910304606657032369954856712816042724351044554967301413684227824216682165182757556527317286538188010398768796632036121900314495411170525963854706168482810410408996752974424661095612276428251519789337460859694392166896868124057634184674328113756615348896367593375510005957401201931,d-1,298,0.06125
984,4495938774737157896910304606657032369954856712816042724351044554967301413684227824216682165182757556527317286538188010398768796632036121900314495411170525963854706168482810410408996752974424661095612276428251519789337460859694392166896868124057634184674328113756615348896367593375510005957401201931,292266010026,8991877549474315793820609213314064739909713425632085448702089109934602827368455648433364330365515113054634573076376020797537593264072243800628990822341051927709412336965620820817993505948849322191224552856503039578674921719388784333793736248115268369348656227513230697792735186751020012207068413889,d+1,298,0.20285
985,8991877549474315793820609213314064739909713425632085448702089109934602827368455648433364330365515113054634573076376020797537593264072243800628990822341051927709412336965620820817993505948849322191224552856503039578674921719388784333793736248115268369348656227513230697792735186751020012207068413889,201435292512,17983755098948631587641218426628129479819426851264170897404178219869205654736911296866728660731030226109269146152752041595075186528144487601257981644682103855418824673931241641635987011897698644382449105713006079157349843438777568667587472496230536738697312455026461395585470373502040024615572120291,d-1,298,0.13922
986,17983755098948631587641218426628129479819426851264170897404178219869205654736911296866728660731030226109269146152752041595075186528144487601257981644682103855418824673931241641635987011897698644382449105713006079157349843438777568667587472496230536738697312455026461395585470373502040024615572120291,66608068758,35967510197897263175282436853256258959638853702528341794808356439738411309473822593733457321462060452218538292305504083190150373056288975202515963289364207710837649347862483283271974023795397288764898211426012158314699686877555137335174944992461073477394624910052922791170940747004080049297752309341,d-1,299,0.04584
987,35967510197897263175282436853256258959638853702528341794808356439738411309473822593733457321462060452218538292305504083190150373056288975202515963289364207710837649347862483283271974023795397288764898211426012158314699686877555137335174944992461073477394624910052922791170940747004080049297752309341,381278800116,71935020395794526350564873706512517919277707405056683589616712879476822618947645187466914642924120904437076584611008166380300746112577950405031926578728415421675298695724966566543948047590794577529796422852024316629399373755110274670349889984922146954789249820105845582341881494008160098976783418799,d+1,299,0.26132
988,71935020395794526350564873706512517919277707405056683589616712879476822618947645187466914642924120904437076584611008166380300746112577950405031926578728415421675298695724966566543948047590794577529796422852024316629399373755110274670349889984922146954789249820105845582341881494008160098976783418799,17843179458,143870040791589052701129747413025035838555414810113367179233425758953645237895290374933829285848241808874153169222016332760601492225155900810063853157456830843350597391449933133087896095181589155059592845704048633258798747510220549340699779969844293909578499640211691164683762988016320197971410017057,d-1,299,0.01218
989,143870040791589052701129747413025035838555414810113367179233425758953645237895290374933829285848241808874153169222016332760601492225155900810063853157456830843350597391449933133087896095181589155059592845704048633258798747510220549340699779969844293909578499640211691164683762988016320197971410017057,296328610554,287740081583178105402259494826050071677110829620226734358466851517907290475790580749867658571696483617748306338444032665521202984450311801620127706314913661686701194782899866266175792190363178310119185691408097266517597495020441098681399559939688587819156999280423382329367525976032640396239148644669,d-1,300,0.20140
990,287740081583178105402259494826050071677110829620226734358466851517907290475790580749867658571696483617748306338444032665521202984450311801620127706314913661686701194782899866266175792190363178310119185691408097266517597495020441098681399559939688587819156999280423382329367525976032640396239148644669,24230629992,575480163166356210804518989652100143354221659240453468716933703035814580951581161499735317143392967235496612676888065331042405968900623603240255412629827323373402389565799732532351584380726356620238371382816194533035194990040882197362799119879377175638313998560846764658735051952065280792502527919331,d-1,300,0.01640
991,575480163166356210804518989652100143354221659240453468716933703035814580951581161499735317143392967235496612676888065331042405968900623603240255412629827323373402389565799732532351584380726356620238371382816194533035194990040882197362799119879377175638313998560846764658735051952065280792502527919331,27237067716,1150960326332712421609037979304200286708443318480906937433867406071629161903162322999470634286785934470993225353776130662084811937801247206480510825259654646746804779131599465064703168761452713240476742765632389066070389980081764394725598239758754351276627997121693529317470103904130561585032292906379,d+1,300,0.01836
992,1150960326332712421609037979304200286708443318480906937433867406071629161903162322999470634286785934470993225353776130662084811937801247206480510825259654646746804779131599465064703168761452713240476742765632389066070389980081764394725598239758754351276627997121693529317470103904130561585032292906379,11875232232,2301920652665424843218075958608400573416886636961813874867734812143258323806324645998941268573571868941986450707552261324169623875602494412961021650519309293493609558263198930129406337522905426480953485531264778132140779960163528789451196479517508702553255994243387058634940207808261123170076461044991,d-1,301,0.00797
993,2301920652665424843218075958608400573416886636961813874867734812143258323806324645998941268573571868941986450707552261324169623875602494412961021650519309293493609558263198930129406337522905426480953485531264778132140779960163528789451196479517508702553255994243387058634940207808261123170076461044991,102586133178,4603841305330849686436151917216801146833773273923627749735469624286516647612649291997882537147143737883972901415104522648339247751204988825922043301038618586987219116526397860258812675045810852961906971062529556264281559920327057578902392959035017405106511988486774117269880415616522246340255508223161,d+1,301,0.06857
994,4603841305330849686436151917216801146833773273923627749735469624286516647612649291997882537147143737883972901415104522648339247751204988825922043301038618586987219116526397860258812675045810852961906971062529556264281559920327057578902392959035017405106511988486774117269880415616522246340255508223161,14938692798,9207682610661699372872303834433602293667546547847255499470939248573033295225298583995765074294287475767945802830209045296678495502409977651844086602077237173974438233052795720517625350091621705923813942125059112528563119840654115157804785918070034810213023976973548234539760831233044492680525955139121,d+1,301,0.00994
995,9207682610661699372872303834433602293667546547847255499470939248573033295225298583995765074294287475767945802830209045296678495502409977651844086602077237173974438233052795720517625350091621705923813942125059112528563119840654115157804785918070034810213023976973548234539760831233044492680525955139121,53960372826,18415365221323398745744607668867204587335093095694510998941878497146066590450597167991530148588574951535891605660418090593356991004819955303688173204154474347948876466105591441035250700183243411847627884250118225057126239681308230315609571836140069620426047953947096469079521662466088985361105870651069,d+1,301,0.03577
996,18415365221323398745744607668867204587335093095694510998941878497146066590450597167991530148588574951535891605660418090593356991004819955303688173204154474347948876466105591441035250700183243411847627884250118225057126239681308230315609571836140069620426047953947096469079521662466088985361105870651069,16554772938,36830730442646797491489215337734409174670186191389021997883756994292133180901194335983060297177149903071783211320836181186713982009639910607376346408308948695897752932211182882070501400366486823695255768500236450114252479362616460631219143672280139240852095907894192938159043324932177970722228296075077,d+1,302,0.01093
997,36830730442646797491489215337734409174670186191389021997883756994292133180901194335983060297177149903071783211320836181186713982009639910607376346408308948695897752932211182882070501400366486823695255768500236450114252479362616460631219143672280139240852095907894192938159043324932177970722228296075077,3631874382,73661460885293594982978430675468818349340372382778043995767513988584266361802388671966120594354299806143566422641672362373427964019279821214752692816617897391795505864422365764141002800732973647390511537000472900228504958725232921262438287344560278481704191815788385876318086649864355941444460224024537,d+1,302,0.00239
998,73661460885293594982978430675468818349340372382778043995767513988584266361802388671966120594354299806143566422641672362373427964019279821214752692816617897391795505864422365764141002800732973647390511537000472900228504958725232921262438287344560278481704191815788385876318086649864355941444460224024537,28577653422,147322921770587189965956861350937636698680744765556087991535027977168532723604777343932241188708599612287132845283344724746855928038559642429505385633235794783591011728844731528282005601465947294781023074000945800457009917450465842524876574689120556963408383631576771752636173299728711882888949025702497,d-1,302,0.01871
999,147322921770587189965956861350937636698680744765556087991535027977168532723604777343932241188708599612287132845283344724746855928038559642429505385633235794783591011728844731528282005601465947294781023074000945800457009917450465842524876574689120556963408383631576771752636173299728711882888949025702497,6455754252,294645843541174379931913722701875273397361489531112175983070055954337065447209554687864482377417199224574265690566689449493711856077119284859010771266471589567182023457689463056564011202931894589562046148001891600914019834900931685049753149378241113926816767263153543505272346599457423765777904507159247,d-1,303,0.00421
1000,294645843541174379931913722701875273397361489531112175983070055954337065447209554687864482377417199224574265690566689449493711856077119284859010771266471589567182023457689463056564011202931894589562046148001891600914019834900931685049753149378241113926816767263153543505272346599457423765777904507159247,68104137384,589291687082348759863827445403750546794722979062224351966140111908674130894419109375728964754834398449148531381133378898987423712154238569718021542532943179134364046915378926113128022405863789179124092296003783201828039669801863370099506298756482227853633534526307087010544693198914847531555877118455879,d-1,303,0.04422
1001,589291687082348759863827445403750546794722979062224351966140111908674130894419109375728964754834398449148531381133378898987423712154238569718021542532943179134364046915378926113128022405863789179124092296003783201828039669801863370099506298756482227853633534526307087010544693198914847531555877118455879,157668887400,1178583374164697519727654890807501093589445958124448703932280223817348261788838218751457929509668796898297062762266757797974847424308477139436043085065886358268728093830757852226256044811727578358248184592007566403656079339603726740199012597512964455707267069052614174021089386397829695063111911905799159,d+1,303,0.10195
1002,1178583374164697519727654890807501093589445958124448703932280223817348261788838218751457929509668796898297062762266757797974847424308477139436043085065886358268728093830757852226256044811727578358248184592007566403656079339603726740199012597512964455707267069052614174021089386397829695063111911905799159,3518878842,2357166748329395039455309781615002187178891916248897407864560447634696523577676437502915859019337593796594125524533515595949694848616954278872086170131772716537456187661515704452512089623455156716496369184015132807312158679207453480398025195025928911414534138105228348042178772795659390126223827330477161,d+1,304,0.00227
1003,2357166748329395039455309781615002187178891916248897407864560447634696523577676437502915859019337593796594125524533515595949694848616954278872086170131772716537456187661515704452512089623455156716496369184015132807312158679207453480398025195025928911414534138105228348042178772795659390126223827330477161,341644151586,4714333496658790078910619563230004374357783832497794815729120895269393047155352875005831718038675187593188251049067031191899389697233908557744172340263545433074912375323031408905024179246910313432992738368030265614624317358414906960796050390051857822829068276210456696084357545591318780252447996305105909,d+1,304,0.21909
1004,4714333496658790078910619563230004374357783832497794815729120895269393047155352875005831718038675187593188251049067031191899389697233908557744172340263545433074912375323031408905024179246910313432992738368030265614624317358414906960796050390051857822829068276210456696084357545591318780252447996305105909,41346366438,9428666993317580157821239126460008748715567664995589631458241790538786094310705750011663436077350375186376502098134062383798779394467817115488344680527090866149824750646062817810048358493820626865985476736060531229248634716829813921592100780103715645658136552420913392168715091182637560504896033956578257,d-1,304,0.02641
1005,9428666993317580157821239126460008748715567664995589631458241790538786094310705750011663436077350375186376502098134062383798779394467817115488344680527090866149824750646062817810048358493820626865985476736060531229248634716829813921592100780103715645658136552420913392168715091182637560504896033956578257,11138735214,18857333986635160315642478252920017497431135329991179262916483581077572188621411500023326872154700750372753004196268124767597558788935634230976689361054181732299649501292125635620096716987641253731970953472121062458497269433659627843184201560207431291316273104841826784337430182365275121009792079051891729,d-1,304,0.00708
1006,18857333986635160315642478252920017497431135329991179262916483581077572188621411500023326872154700750372753004196268124767597558788935634230976689361054181732299649501292125635620096716987641253731970953472121062458497269433659627843184201560207431291316273104841826784337430182365275121009792079051891729,239687172,37714667973270320631284956505840034994862270659982358525832967162155144377242823000046653744309401500745506008392536249535195117577871268461953378722108363464599299002584251271240193433975282507463941906944242124916994538867319255686368403120414862582632546209683653568674860364730550242019584158343470631,d-1,305,0.00015
1007,37714667973270320631284956505840034994862270659982358525832967162155144377242823000046653744309401500745506008392536249535195117577871268461953378722108363464599299002584251271240193433975282507463941906944242124916994538867319255686368403120414862582632546209683653568674860364730550242019584158343470631,63259475706,75429335946540641262569913011680069989724541319964717051665934324310288754485646000093307488618803001491012016785072499070390235155742536923906757444216726929198598005168502542480386867950565014927883813888484249833989077734638511372736806240829725165265092419367307137349720729461100484039168379946416969,d+1,305,0.03991
1008,75429335946540641262569913011680069989724541319964717051665934324310288754485646000093307488618803001491012016785072499070390235155742536923906757444216726929198598005168502542480386867950565014927883813888484249833989077734638511372736806240829725165265092419367307137349720729461100484039168379946416969,12290499132,150858671893081282525139826023360139979449082639929434103331868648620577508971292000186614977237606002982024033570144998140780470311485073847813514888433453858397196010337005084960773735901130029855767627776968499667978155469277022745473612481659450330530184838734614274699441458922200968078336772183333071,d-1,305,0.00772
1009,150858671893081282525139826023360139979449082639929434103331868648620577508971292000186614977237606002982024033570144998140780470311485073847813514888433453858397196010337005084960773735901130029855767627776968499667978155469277022745473612481659450330530184838734614274699441458922200968078336772183333071,105821091348,301717343786162565050279652046720279958898165279858868206663737297241155017942584000373229954475212005964048067140289996281560940622970147695627029776866907716794392020674010169921547471802260059711535255553936999335956310938554045490947224963318900661060369677469228549398882917844401936156673650187757491,d+1,306,0.06621
1010,301717343786162565050279652046720279958898165279858868206663737297241155017942584000373229954475212005964048067140289996281560940622970147695627029776866907716794392020674010169921547471802260059711535255553936999335956310938554045490947224963318900661060369677469228549398882917844401936156673650187757491,15657531018,603434687572325130100559304093440559917796330559717736413327474594482310035885168000746459908950424011928096134280579992563121881245940295391254059553733815433588784041348020339843094943604520119423070511107873998671912621877108090981894449926637801322120739354938457098797765835688803872313347316033046001,d-1,306,0.00976
1011,603434687572325130100559304093440559917796330559717736413327474594482310035885168000746459908950424011928096134280579992563121881245940295391254059553733815433588784041348020339843094943604520119423070511107873998671912621877108090981894449926637801322120739354938457098797765835688803872313347316033046001,64656891666,1206869375144650260201118608186881119835592661119435472826654949188964620071770336001492919817900848023856192268561159985126243762491880590782508119107467630867177568082696040679686189887209040238846141022215747997343825243754216181963788899853275602644241478709876914197595531671377607744626694696722983669,d+1,306,0.04012
1012,1206869375144650260201118608186881119835592661119435472826654949188964620071770336001492919817900848023856192268561159985126243762491880590782508119107467630867177568082696040679686189887209040238846141022215747997343825243754216181963788899853275602644241478709876914197595531671377607744626694696722983669,29470142442,2413738750289300520402237216373762239671185322238870945653309898377929240143540672002985839635801696047712384537122319970252487524983761181565016238214935261734355136165392081359372379774418080477692282044431495994687650487508432363927577799706551205288482957419753828395191063342755215489253389422916109781,d-1,307,0.01821
1013,2413738750289300520402237216373762239671185322238870945653309898377929240143540672002985839635801696047712384537122319970252487524983761181565016238214935261734355136165392081359372379774418080477692282044431495994687650487508432363927577799706551205288482957419753828395191063342755215489253389422916109781,227464934868,4827477500578601040804474432747524479342370644477741891306619796755858480287081344005971679271603392095424769074244639940504975049967522363130032476429870523468710272330784162718744759548836160955384564088862991989375300975016864727855155599413102410576965914839507656790382126685510430978506779073297154431,d+1,307,0.14001
1014,4827477500578601040804474432747524479342370644477741891306619796755858480287081344005971679271603392095424769074244639940504975049967522363130032476429870523468710272330784162718744759548836160955384564088862991989375300975016864727855155599413102410576965914839507656790382126685510430978506779073297154431,82135558698,9654955001157202081608948865495048958684741288955483782613239593511716960574162688011943358543206784190849538148489279881009950099935044726260064952859741046937420544661568325437489519097672321910769128177725983978750601950033729455710311198826204821153931829679015313580764253371020861957013558228729867561,d-1,307,0.05035
1015,9654955001157202081608948865495048958684741288955483782613239593511716960574162688011943358543206784190849538148489279881009950099935044726260064952859741046937420544661568325437489519097672321910769128177725983978750601950033729455710311198826204821153931829679015313580764253371020861957013558228729867561,301913298768,19309910002314404163217897730990097917369482577910967565226479187023433921148325376023886717086413568381699076296978559762019900199870089452520129905719482093874841089323136650874979038195344643821538256355451967957501203900067458911420622397652409642307863659358030627161528506742041723914027116759373033891,d-1,307,0.18433
1016,19309910002314404163217897730990097917369482577910967565226479187023433921148325376023886717086413568381699076296978559762019900199870089452520129905719482093874841089323136650874979038195344643821538256355451967957501203900067458911420622397652409642307863659358030627161528506742041723914027116759373033891,477968158476,38619820004628808326435795461980195834738965155821935130452958374046867842296650752047773434172827136763398152593957119524039800399740178905040259811438964187749682178646273301749958076390689287643076512710903935915002407800134917822841244795304819284615727318716061254323057013484083447828054233996714226259,d+1,308,0.29063
1017,38619820004628808326435795461980195834738965155821935130452958374046867842296650752047773434172827136763398152593957119524039800399740178905040259811438964187749682178646273301749958076390689287643076512710903935915002407800134917822841244795304819284615727318716061254323057013484083447828054233996714226259,47855967342,77239640009257616652871590923960391669477930311643870260905916748093735684593301504095546868345654273526796305187914239048079600799480357810080519622877928375499364357292546603499916152781378575286153025421807871830004815600269835645682489590609638569231454637432122508646114026968166895656108468041284419861,d+1,308,0.02898
1018,77239640009257616652871590923960391669477930311643870260905916748093735684593301504095546868345654273526796305187914239048079600799480357810080519622877928375499364357292546603499916152781378575286153025421807871830004815600269835645682489590609638569231454637432122508646114026968166895656108468041284419861,22587227178,154479280018515233305743181847920783338955860623287740521811833496187471369186603008191093736691308547053592610375828478096159201598960715620161039245755856750998728714585093206999832305562757150572306050843615743660009631200539671291364979181219277138462909274864245017292228053936333791312216936105156066901,d-1,308,0.01362
1019,154479280018515233305743181847920783338955860623287740521811833496187471369186603008191093736691308547053592610375828478096159201598960715620161039245755856750998728714585093206999832305562757150572306050843615743660009631200539671291364979181219277138462909274864245017292228053936333791312216936105156066901,37528145778,308958560037030466611486363695841566677911721246575481043623666992374942738373206016382187473382617094107185220751656956192318403197921431240322078491511713501997457429170186413999664611125514301144612101687231487320019262401079342582729958362438554276925818549728490034584456107872667582624433872247840279581,d-1,309,0.02254
1020,308958560037030466611486363695841566677911721246575481043623666992374942738373206016382187473382617094107185220751656956192318403197921431240322078491511713501997457429170186413999664611125514301144612101687231487320019262401079342582729958362438554276925818549728490034584456107872667582624433872247840279581,98816384058,617917120074060933222972727391683133355823442493150962087247333984749885476746412032764374946765234188214370441503313912384636806395842862480644156983023427003994914858340372827999329222251028602289224203374462974640038524802158685165459916724877108553851637099456980069168912215745335165248867744594496943221,d-1,309,0.05912
1021,617917120074060933222972727391683133355823442493150962087247333984749885476746412032764374946765234188214370441503313912384636806395842862480644156983023427003994914858340372827999329222251028602289224203374462974640038524802158685165459916724877108553851637099456980069168912215745335165248867744594496943221,175969483968,1235834240148121866445945454783366266711646884986301924174494667969499770953492824065528749893530468376428740883006627824769273612791685724961288313966046854007989829716680745655998658444502057204578448406748925949280077049604317370330919833449754217107703274198913960138337824431490670330497735489364963370411,d+1,309,0.10485
1022,1235834240148121866445945454783366266711646884986301924174494667969499770953492824065528749893530468376428740883006627824769273612791685724961288313966046854007989829716680745655998658444502057204578448406748925949280077049604317370330919833449754217107703274198913960138337824431490670330497735489364963370411,83554925358,2471668480296243732891890909566732533423293769972603848348989335938999541906985648131057499787060936752857481766013255649538547225583371449922576627932093708015979659433361491311997316889004114409156896813497851898560154099208634740661839666899508434215406548397827920276675648862981340660995470978813481666181,d+1,310,0.04958
